Significant,pvalue,Difference,Protein.Group,Protein.Ids,Protein.Names,Genes
+,1.523759834,0.372840246,Q99816,Q99816;Q99816-2,TS101_HUMAN,TSG101
+,3.042305247,0.372437159,Q9Y2T2,Q9Y2T2,AP3M1_HUMAN,AP3M1
+,1.460942797,0.372420629,Q99622,Q99622,C10_HUMAN,C12orf57
+,1.790035477,0.370944341,P86790;P86791,P86790;P86791,CCZ1_HUMAN;CCZ1B_HUMAN,CCZ1;CCZ1B
+,1.572082969,0.36994044,P43378,P43378,PTN9_HUMAN,PTPN9
+,2.006210814,0.369104385,P61026,P61026,RAB10_HUMAN,RAB10
+,1.778246289,0.368555069,Q92572,Q92572,AP3S1_HUMAN,AP3S1
+,2.803541144,0.368386587,Q13243;Q13243-3,Q13243;Q13243-2;Q13243-3,SRSF5_HUMAN,SRSF5
+,1.608783164,0.366023382,O75382;O75382-2;O75382-4,O75382;O75382-2;O75382-3;O75382-4,TRIM3_HUMAN,TRIM3
+,1.418640472,0.365179062,Q9NP97,Q9NP97,DLRB1_HUMAN,DYNLRB1
+,1.272035903,0.362362544,Q96AD5,Q96AD5,PLPL2_HUMAN,PNPLA2
+,2.049870932,0.362289429,O95292,O95292;O95292-2,VAPB_HUMAN,VAPB
+,2.646191025,0.362176259,Q8IY17;Q8IY17-2;Q8IY17-3,Q8IY17;Q8IY17-2;Q8IY17-3;Q8IY17-5,PLPL6_HUMAN,PNPLA6
+,2.488023286,0.362013499,Q9Y4P8;Q9Y4P8-2;Q9Y4P8-3;Q9Y4P8-4;Q9Y4P8-5;Q9Y4P8-6,Q9Y4P8;Q9Y4P8-2;Q9Y4P8-3;Q9Y4P8-4;Q9Y4P8-5;Q9Y4P8-6,WIPI2_HUMAN,WIPI2
+,1.375200129,0.361578623,P62072,P62072,TIM10_HUMAN,TIMM10
+,1.173103474,0.359057744,Q9GZT9;Q9GZT9-2,Q9GZT9;Q9GZT9-2,EGLN1_HUMAN,EGLN1
+,2.486622829,0.358587265,Q15003,Q15003,CND2_HUMAN,NCAPH
+,3.396164713,0.357500076,P61221,P61221,ABCE1_HUMAN,ABCE1
+,2.11071222,0.357282639,Q96T51,Q96T51;Q96T51-2;Q96T51-3,RUFY1_HUMAN,RUFY1
+,1.407443967,0.356602351,Q969Q6,Q969Q6,P2R3C_HUMAN,PPP2R3C
+,1.144364415,0.356548309,Q8NG08,Q8NG08,HELB_HUMAN,HELB
+,1.670682599,0.355131785,Q14738;Q14738-2;Q14738-3,Q14738;Q14738-2;Q14738-3,2A5D_HUMAN,PPP2R5D
+,1.26711525,0.354452133,Q9Y4B6;Q9Y4B6-2,Q9Y4B6;Q9Y4B6-2;Q9Y4B6-3,DCAF1_HUMAN,DCAF1
+,1.764954128,0.353431702,Q9BRP1,Q9BRP1,PDD2L_HUMAN,PDCD2L
+,2.490702088,0.352166494,O43299,O43299,AP5Z1_HUMAN,AP5Z1
+,1.198275346,0.351254145,Q9UKK9,Q9UKK9,NUDT5_HUMAN,NUDT5
+,2.992997188,0.350933711,Q8N3R9;Q8N3R9-2,Q8N3R9;Q8N3R9-2,PALS1_HUMAN,PALS1
+,2.554853528,0.350679398,P20338,P20338,RAB4A_HUMAN,RAB4A
+,1.550365421,0.350636164,P08240,P08240;P08240-2,SRPRA_HUMAN,SRPRA
+,2.781249449,0.350563685,P57088,P57088,TMM33_HUMAN,TMEM33
+,1.765198827,0.348406792,P61601,P37235;P61601;P84074,NCALD_HUMAN,NCALD
+,1.829415875,0.34822909,O60518,O60518,RNBP6_HUMAN,RANBP6
+,1.654621741,0.347459157,Q66K14;Q66K14-2,Q66K14;Q66K14-2,TBC9B_HUMAN,TBC1D9B
+,1.134676993,0.345929464,Q99848,Q99848,EBP2_HUMAN,EBNA1BP2
+,1.932226188,0.345237732,O15400;O15400-2,O15400;O15400-2,STX7_HUMAN,STX7
+,2.159097457,0.345223745,Q8NFH3,Q8NFH3,NUP43_HUMAN,NUP43
+,2.218933255,0.345115662,Q8N3Y1,Q8N3Y1;Q8N3Y1-2,FBXW8_HUMAN,FBXW8
+,1.447406343,0.344981511,Q5VZE5,Q5VZE5,NAA35_HUMAN,NAA35
+,1.333487124,0.344933192,O60232,O60232,ZNRD2_HUMAN,ZNRD2
+,2.08121804,0.34411176,Q13618;Q13618-2,Q13618;Q13618-2;Q13618-3,CUL3_HUMAN,CUL3
+,1.96204657,0.342698415,O75886,O75886,STAM2_HUMAN,STAM2
+,1.21984371,0.341877619,A0A8I5KQE6;P08865,A0A8I5KQE6;P08865,RPSA2_HUMAN;RSSA_HUMAN,RPSA;RPSA2
+,3.161971262,0.340314865,O14980,O14980,XPO1_HUMAN,XPO1
+,2.610543451,0.339377721,P51784,P51784,UBP11_HUMAN,USP11
+,1.299757377,0.339280446,Q7Z417,Q7Z417,NUFP2_HUMAN,NUFIP2
+,1.700567151,0.338902156,Q9HAU5,Q9HAU5,RENT2_HUMAN,UPF2
+,1.762900701,0.338779449,P02794,P02794,FRIH_HUMAN,FTH1
+,2.893324086,0.338681539,O60841,O60841,IF2P_HUMAN,EIF5B
+,1.784257331,0.338610967,P61006,P61006;P61006-2;Q92930,RAB8A_HUMAN,RAB8A
+,1.228024953,0.338317871,P52565,P52565;P52565-2,GDIR1_HUMAN,ARHGDIA
+,2.649112537,0.336913427,Q8NE71;Q8NE71-2,Q8NE71;Q8NE71-2,ABCF1_HUMAN,ABCF1
+,1.831153315,0.336717606,Q15366;Q15366-2;Q15366-3;Q15366-4;Q15366-5;Q15366-6;Q15366-7;Q15366-8,P57721;P57721-2;P57721-3;P57721-4;P57721-5;Q15366;Q15366-2;Q15366-3;Q15366-4;Q15366-5;Q15366-6;Q15366-7;Q15366-8,PCBP2_HUMAN,PCBP2
+,1.489274985,0.336694082,Q96EY5;Q96EY5-2,Q96EY5;Q96EY5-2,MB12A_HUMAN,MVB12A
+,1.264136873,0.334793727,Q8TCY9;Q8TCY9-2,Q8TCY9;Q8TCY9-2,URGCP_HUMAN,URGCP
+,1.650239676,0.334685008,Q9HA64,Q9HA64,KT3K_HUMAN,FN3KRP
+,1.975015005,0.334657669,Q9BZE4,Q9BZE4;Q9BZE4-2;Q9BZE4-3,GTPB4_HUMAN,GTPBP4
+,1.995954489,0.333253225,Q9UJW0;Q9UJW0-3,Q9UJW0;Q9UJW0-3,DCTN4_HUMAN,DCTN4
+,1.963704154,0.332690557,Q9H0K1,Q9H0K1,SIK2_HUMAN,SIK2
+,1.254978125,0.332380295,P48730;P48730-2,P48730;P48730-2;P49674,KC1D_HUMAN,CSNK1D
+,2.32774003,0.3311704,Q9NS87,Q9NS87;Q9NS87-2;Q9NS87-4,KIF15_HUMAN,KIF15
+,3.059660611,0.330685933,P50542;P50542-3;P50542-4,P50542;P50542-2;P50542-3;P50542-4,PEX5_HUMAN,PEX5
+,2.976345607,0.33049202,O14757;O14757-3,O14757;O14757-3,CHK1_HUMAN,CHEK1
+,2.355597469,0.329046885,Q96JC1;Q96JC1-2,Q96JC1;Q96JC1-2,VPS39_HUMAN,VPS39
+,2.939355622,0.328054428,P41240,P41240,CSK_HUMAN,CSK
+,2.989424779,0.325507482,Q03426,Q03426,KIME_HUMAN,MVK
+,3.081985072,0.325422287,Q9H9T3;Q9H9T3-2,Q9H9T3;Q9H9T3-2,ELP3_HUMAN,ELP3
+,1.482486696,0.325131098,Q9ULE6,Q9ULE6,PALD_HUMAN,PALD1
+,1.816542993,0.323545456,A6NHX0,A6NHX0,CAST2_HUMAN,CASTOR2
+,3.030457115,0.323151906,Q9NR09,Q9NR09,BIRC6_HUMAN,BIRC6
+,1.701871436,0.320755641,P48506,P48506,GSH1_HUMAN,GCLC
+,2.287246812,0.320409139,Q8TAP6,Q8TAP6,CEP76_HUMAN,CEP76
+,1.265525808,0.319770177,O75347,O75347;O75347-2,TBCA_HUMAN,TBCA
+,2.613581153,0.319018046,Q8TDJ6;Q8TDJ6-3,Q8TDJ6;Q8TDJ6-2;Q8TDJ6-3,DMXL2_HUMAN,DMXL2
+,2.371769809,0.318977992,Q6UWP7;Q6UWP7-2;Q6UWP7-3,Q6UWP7;Q6UWP7-2;Q6UWP7-3,LCLT1_HUMAN,LCLAT1
+,1.44153353,0.318802516,P62241,P62241,RS8_HUMAN,RPS8
+,2.475358448,0.318598429,O43933,O43933;O43933-2,PEX1_HUMAN,PEX1
+,1.686022728,0.317491531,Q9NWT6,Q9NWT6,HIF1N_HUMAN,HIF1AN
+,1.55927113,0.315198898,Q9UKV8;Q9UKV8-2,Q9UKV8;Q9UKV8-2,AGO2_HUMAN,AGO2
+,2.409506866,0.31511116,P63000;P63000-2,P15153;P60763;P63000;P63000-2,RAC1_HUMAN,RAC1
+,2.605740232,0.315042496,Q9NR31,Q9NR31;Q9NR31-2,SAR1A_HUMAN,SAR1A
+,1.853116184,0.314427694,P61981,P61981,1433G_HUMAN,YWHAG
+,1.832051963,0.314212163,Q7Z4G1;Q7Z4G1-2,Q7Z4G1;Q7Z4G1-2,COMD6_HUMAN,COMMD6
+,2.42591273,0.313380559,P30260;P30260-2,P30260;P30260-2,CDC27_HUMAN,CDC27
+,2.112360894,0.31306839,Q15286;Q15286-2,Q15286;Q15286-2,RAB35_HUMAN,RAB35
+,3.214345192,0.312666575,Q96HN2;Q96HN2-2,Q96HN2;Q96HN2-2,SAHH3_HUMAN,AHCYL2
+,1.990860559,0.311194102,P49189;P49189-3,P49189;P49189-2;P49189-3,AL9A1_HUMAN,ALDH9A1
+,2.220299004,0.311159134,O15173;O15173-2,O15173;O15173-2,PGRC2_HUMAN,PGRMC2
+,1.913207902,0.309494019,Q9NUP9,Q9NUP9,LIN7C_HUMAN,LIN7C
+,1.265173934,0.309228261,P61254,P61254;Q9UNX3,RL26_HUMAN,RPL26
+,2.727679041,0.307599386,Q9Y617;Q9Y617-2,Q9Y617;Q9Y617-2,SERC_HUMAN,PSAT1
+,2.024269155,0.307306925,Q02978,Q02978;Q02978-2,M2OM_HUMAN,SLC25A11
+,1.396509014,0.30722936,Q658P3;Q658P3-2;Q658P3-3;Q658P3-4,Q658P3;Q658P3-2;Q658P3-3;Q658P3-4,STEA3_HUMAN,STEAP3
+,1.771068278,0.305241267,Q9C026;Q9C026-4;Q9C026-5,Q9C026;Q9C026-4;Q9C026-5,TRIM9_HUMAN,TRIM9
+,3.553277121,0.305217743,P62258,P62258;P62258-2,1433E_HUMAN,YWHAE
+,2.633378218,0.30516243,Q969S3,Q969S3,ZN622_HUMAN,ZNF622
+,1.29786371,0.304867427,Q9NUG6,Q9NUG6,PDRG1_HUMAN,PDRG1
+,1.807513985,0.303620656,Q9UBX3;Q9UBX3-2,Q9UBX3;Q9UBX3-2,DIC_HUMAN,SLC25A10
+,2.348933195,0.303397497,Q8TBX8;Q8TBX8-3,Q8TBX8;Q8TBX8-2;Q8TBX8-3,PI42C_HUMAN,PIP4K2C
+,2.732439482,0.303290049,Q567U6,Q567U6,CCD93_HUMAN,CCDC93
+,1.580387164,0.303196589,O95999,O95999,BCL10_HUMAN,BCL10
+,1.380532693,0.302881877,Q9UHI6,Q9UHI6,DDX20_HUMAN,DDX20
+,1.8586395,0.302767436,Q7L5N1,Q7L5N1,CSN6_HUMAN,COPS6
+,2.041004351,0.301559448,P40925;P40925-3,P40925;P40925-2;P40925-3,MDHC_HUMAN,MDH1
+,1.814951585,0.301055272,P49419;P49419-2,P49419;P49419-2;P49419-4,AL7A1_HUMAN,ALDH7A1
+,1.411791162,0.300902049,Q9UFG5,Q9UFG5,CS025_HUMAN,C19orf25
+,1.299044953,0.300021489,Q9H5N1,Q9H5N1;Q9H5N1-2,RABE2_HUMAN,RABEP2
+,2.10228399,0.299607595,P11413;P11413-2;P11413-3,P11413;P11413-2;P11413-3,G6PD_HUMAN,G6PD
+,5.282105307,0.298449834,Q15645,Q15645,PCH2_HUMAN,TRIP13
+,1.284229762,0.29776001,Q9Y2V2,Q9Y2V2,CHSP1_HUMAN,CARHSP1
+,2.260076008,0.297672908,Q9UBB6;Q9UBB6-2,Q9UBB6;Q9UBB6-2,NCDN_HUMAN,NCDN
+,1.700108925,0.2975413,Q9BSF4,Q9BSF4,TIM29_HUMAN,TIMM29
+,1.479957341,0.297358831,Q9NWX5,Q9NWX5,ASB6_HUMAN,ASB6
+,2.085294519,0.296763102,Q8N573-2,Q8N573-2,OXR1_HUMAN,OXR1
+,1.682412482,0.295687358,Q9UPW5;Q9UPW5-2;Q9UPW5-3,Q9UPW5;Q9UPW5-2;Q9UPW5-3,CBPC1_HUMAN,AGTPBP1
+,2.0213636,0.295152664,P08237;P08237-3,P08237;P08237-2;P08237-3,PFKAM_HUMAN,PFKM
+,1.714123201,0.295117696,O60610;O60610-2;O60610-3,O60610;O60610-2;O60610-3,DIAP1_HUMAN,DIAPH1
+,2.718143235,0.294616063,Q96L92;Q96L92-3,Q96L92;Q96L92-2;Q96L92-3,SNX27_HUMAN,SNX27
+,2.340014868,0.294265111,P55010,P55010,IF5_HUMAN,EIF5
+,1.434021228,0.294179916,Q04917,Q04917,1433F_HUMAN,YWHAH
+,1.492087933,0.294068654,O14818,O14818;O14818-2,PSA7_HUMAN,PSMA7
+,2.585492117,0.293842316,Q86VP6,Q86VP6;Q86VP6-2,CAND1_HUMAN,CAND1
+,1.838115088,0.292933782,P49754;P49754-2,P49754;P49754-2;P49754-3,VPS41_HUMAN,VPS41
+,2.456914378,0.291419983,Q9UNS2;Q9UNS2-2,Q9UNS2;Q9UNS2-2,CSN3_HUMAN,COPS3
+,1.696066092,0.28903834,Q96QG7,Q96QG7;Q96QG7-2,MTMR9_HUMAN,MTMR9
+,1.621588842,0.288753192,P51692,P42229;P42229-2;P51692,STA5B_HUMAN,STAT5B
+,1.516111688,0.287297567,Q05513,Q05513,KPCZ_HUMAN,PRKCZ
+,1.602427543,0.287270864,P58004,P58004,SESN2_HUMAN,SESN2
+,1.491891462,0.287041982,P52789,P52789,HXK2_HUMAN,HK2
+,2.7514399,0.286001205,P11441,P11441,UBL4A_HUMAN,UBL4A
+,1.771079185,0.285153071,Q9BZF1;Q9BZF1-2;Q9BZF1-3,Q9BZF1;Q9BZF1-2;Q9BZF1-3,OSBL8_HUMAN,OSBPL8
+,1.726825657,0.284687042,O96007,O96007,MOC2B_HUMAN,MOCS2
+,1.376758071,0.284308751,Q96RS6,Q96RS6;Q96RS6-2;Q96RS6-3,NUDC1_HUMAN,NUDCD1
+,1.896721161,0.28417333,Q8WUW1,Q8WUW1,BRK1_HUMAN,BRK1
+,1.481539489,0.283925374,Q2VPK5,Q2VPK5;Q2VPK5-5,CTU2_HUMAN,CTU2
+,1.364524345,0.281998952,Q8N2G8;Q8N2G8-2;Q8N2G8-3,Q8N2G8;Q8N2G8-2;Q8N2G8-3,GHDC_HUMAN,GHDC
+,2.218639182,0.280191422,Q12800;Q12800-2;Q12800-3;Q12800-4,Q12800;Q12800-2;Q12800-3;Q12800-4,TFCP2_HUMAN,TFCP2
+,1.532955842,0.279748917,Q6NSI4,Q6NSI4;Q6NSI4-3;Q6NSI4-4,RADX_HUMAN,RADX
+,2.147815883,0.274429957,O60343;O60343-2;O60343-3,O60343;O60343-2;O60343-3;O60343-4;O60343-5,TBCD4_HUMAN,TBC1D4
+,2.179234475,0.273926417,Q9NVH2;Q9NVH2-2;Q9NVH2-3;Q9NVH2-4,Q9NVH2;Q9NVH2-2;Q9NVH2-3;Q9NVH2-4,INT7_HUMAN,INTS7
+,2.984232247,0.273604075,P05141,P05141;P12235;P12236;Q9H0C2,ADT2_HUMAN,SLC25A5
+,2.736629303,0.273288727,Q5JSH3;Q5JSH3-2,Q5JSH3;Q5JSH3-2;Q5JSH3-3,WDR44_HUMAN,WDR44
+,2.053898634,0.271750768,P62993,P62993;P62993-2,GRB2_HUMAN,GRB2
+,2.078554375,0.270544052,Q5TAQ9,Q5TAQ9;Q5TAQ9-2,DCAF8_HUMAN,DCAF8
+,1.500559221,0.270510356,Q16543,Q16543,CDC37_HUMAN,CDC37
+,2.789612569,0.269709905,P45985;P45985-2,P45985;P45985-2,MP2K4_HUMAN,MAP2K4
+,2.542705513,0.266602834,Q3ZCQ8;Q3ZCQ8-2,Q3ZCQ8;Q3ZCQ8-2;Q3ZCQ8-3,TIM50_HUMAN,TIMM50
+,2.674762275,0.266316096,O75143;O75143-2;O75143-3;O75143-5,O75143;O75143-2;O75143-3;O75143-5,ATG13_HUMAN,ATG13
+,1.684161994,0.265244802,Q6IAN0,Q6IAN0,DRS7B_HUMAN,DHRS7B
+,2.507142884,0.262434642,Q9NQH7;Q9NQH7-2;Q9NQH7-4,Q9NQH7;Q9NQH7-2;Q9NQH7-4,XPP3_HUMAN,XPNPEP3
+,2.095410099,0.262224833,O76071,O76071,CIAO1_HUMAN,CIAO1
+,2.196159591,0.258773168,Q9UKE5;Q9UKE5-2;Q9UKE5-3;Q9UKE5-4;Q9UKE5-5;Q9UKE5-6;Q9UKE5-7;Q9UKE5-8,O95819;O95819-2;O95819-3;O95819-4;O95819-5;O95819-6;Q8N4C8;Q8N4C8-2;Q8N4C8-3;Q8N4C8-4;Q8N4C8-5;Q9UKE5;Q9UKE5-2;Q9UKE5-3;Q9UKE5-4;Q9UKE5-5;Q9UKE5-6;Q9UKE5-7;Q9UKE5-8,TNIK_HUMAN,TNIK
+,1.608494254,0.257966995,Q96EK9,Q96EK9,KTI12_HUMAN,KTI12
+,2.103975792,0.257509867,P54920,P54920,SNAA_HUMAN,NAPA
+,2.287583566,0.255918503,Q6NXE6;Q6NXE6-2,Q6NXE6;Q6NXE6-2,ARMC6_HUMAN,ARMC6
+,1.576763098,0.254067103,Q93100-3;Q93100-4,Q93100;Q93100-2;Q93100-3;Q93100-4,KPBB_HUMAN,PHKB
+,2.168970232,0.253978093,P10155;P10155-3;P10155-4;P10155-5,P10155;P10155-3;P10155-4;P10155-5,RO60_HUMAN,RO60
+,2.007583215,0.253217061,P01034,P01034,CYTC_HUMAN,CST3
+,1.487772912,0.252851486,Q15021,Q15021,CND1_HUMAN,NCAPD2
+,1.503525295,0.252355576,Q9UDY8;Q9UDY8-2,Q9UDY8;Q9UDY8-2,MALT1_HUMAN,MALT1
+,1.85626999,0.251268387,Q01105;Q01105-2;Q01105-3;Q01105-4,P0DME0;Q01105;Q01105-2;Q01105-3;Q01105-4,SET_HUMAN,SET
+,2.983908851,0.249895732,Q9Y4R8,Q9Y4R8,TELO2_HUMAN,TELO2
+,2.141289491,0.249231974,Q9UKF6,Q9UKF6,CPSF3_HUMAN,CPSF3
+,1.646458764,0.248827616,Q96CT7,Q96CT7,CC124_HUMAN,CCDC124
+,2.956466593,0.248687108,O60333;O60333-2;O60333-4,O60333;O60333-2;O60333-3;O60333-4,KIF1B_HUMAN,KIF1B
+,2.770517182,0.248356501,Q9NZL4;Q9NZL4-3,Q9NZL4;Q9NZL4-2;Q9NZL4-3,HPBP1_HUMAN,HSPBP1
+,1.550588656,0.248029073,O14950;P19105,O14950;P19105,ML12A_HUMAN;ML12B_HUMAN,MYL12A;MYL12B
+,2.286963431,0.247772853,Q6NW29,Q6NW29,RWDD4_HUMAN,RWDD4
+,2.131346558,0.239483515,Q8TCE6;Q8TCE6-2,Q6NSW5;Q8TCE6;Q8TCE6-2,DEN10_HUMAN,DENND10
+,2.105204621,0.237322489,Q96TC7,Q96TC7,RMD3_HUMAN,RMDN3
+,1.865626268,0.236881256,P61758;P61758-2,P61758;P61758-2,PFD3_HUMAN,VBP1
+,2.557652024,0.235937119,Q96PE3;Q96PE3-2;Q96PE3-3;Q96PE3-4,Q96PE3;Q96PE3-2;Q96PE3-3;Q96PE3-4,INP4A_HUMAN,INPP4A
+,2.792608597,0.232673009,P17152,P17152,TMM11_HUMAN,TMEM11
+,2.198639346,0.232400258,Q9P2E9,Q9P2E9;Q9P2E9-3,RRBP1_HUMAN,RRBP1
+,2.759398892,0.229277293,P53007,P53007,TXTP_HUMAN,SLC25A1
+,2.858332994,0.221101761,O60294,O60294,TYW4_HUMAN,LCMT2
+,2.457798167,0.221098582,Q13685,Q13685,AAMP_HUMAN,AAMP
+,1.807702029,0.219760895,Q02833;Q02833-2;Q02833-3,Q02833;Q02833-2;Q02833-3,RASF7_HUMAN,RASSF7
+,2.472695555,0.218898137,Q9Y217,Q9Y217;Q9Y217-2,MTMR6_HUMAN,MTMR6
+,2.04523905,0.218200684,P25098,P25098,ARBK1_HUMAN,GRK2
+,2.907612135,0.212406794,P19387,P19387,RPB3_HUMAN,POLR2C
+,2.139096992,-0.212807337,O14732;O14732-2,O14732;O14732-2,IMPA2_HUMAN,IMPA2
+,1.876936594,-0.225812276,O15347,O15347,HMGB3_HUMAN,HMGB3
+,2.463202283,-0.229225159,O15514,O15514,RPB4_HUMAN,POLR2D
+,1.785709003,-0.231632233,P35611;P35611-2;P35611-3;P35611-6,P35611;P35611-2;P35611-3;P35611-4;P35611-6,ADDA_HUMAN,ADD1
+,1.958268711,-0.237468084,Q9UL63,Q9UL63;Q9UL63-2,MKLN1_HUMAN,MKLN1
+,1.831223755,-0.238966624,Q9NPH2;Q9NPH2-2;Q9NPH2-3,Q9NPH2;Q9NPH2-2;Q9NPH2-3,INO1_HUMAN,ISYNA1
+,1.707493398,-0.245485942,O43913,O43913;O43913-2,ORC5_HUMAN,ORC5
+,2.076398298,-0.245797475,P41229;P41229-2;P41229-5,P41229;P41229-2;P41229-3;P41229-4;P41229-5;Q9BY66;Q9BY66-2;Q9BY66-3,KDM5C_HUMAN,KDM5C
+,1.558591924,-0.250548681,Q8TEM1,Q8TEM1;Q8TEM1-2,PO210_HUMAN,NUP210
+,2.137724897,-0.251846313,Q9UNI6,Q9UNI6,DUS12_HUMAN,DUSP12
+,1.876159213,-0.253344854,P40937,P40937;P40937-2,RFC5_HUMAN,RFC5
+,1.541658659,-0.2535731,Q15029;Q15029-2,Q15029;Q15029-2;Q15029-3,U5S1_HUMAN,EFTUD2
+,2.047965257,-0.254608154,P23284,P23284,PPIB_HUMAN,PPIB
+,1.782544648,-0.2550354,P30044;P30044-2,P30044;P30044-2;P30044-3,PRDX5_HUMAN,PRDX5
+,1.590305168,-0.256469091,Q05048,Q05048,CSTF1_HUMAN,CSTF1
+,2.241333432,-0.257303238,Q9Y5K8,Q9Y5K8,VATD_HUMAN,ATP6V1D
+,1.682920058,-0.257854462,Q15269,Q15269,PWP2_HUMAN,PWP2
+,2.234437232,-0.258851687,Q9NNW7;Q9NNW7-2,Q9NNW7;Q9NNW7-2,TRXR2_HUMAN,TXNRD2
+,1.975571725,-0.259571075,Q01433;Q01433-2,Q01433;Q01433-2;Q01433-3;Q01433-4;Q01433-5,AMPD2_HUMAN,AMPD2
+,1.712989047,-0.259845734,P12004,P12004,PCNA_HUMAN,PCNA
+,1.735868158,-0.2627786,O00469;O00469-2,O00469;O00469-2,PLOD2_HUMAN,PLOD2
+,2.052091161,-0.263507843,O75122-3,O75122;O75122-3,CLAP2_HUMAN,CLASP2
+,1.525528318,-0.263788223,P23193,P23193;P23193-2;Q15560;Q15560-2,TCEA1_HUMAN,TCEA1
+,2.276118713,-0.264275869,Q86Y39;Q86Y39-2,Q86Y39;Q86Y39-2,NDUAB_HUMAN,NDUFA11
+,1.500469814,-0.264456431,P05455,P05455,LA_HUMAN,SSB
+,1.858807881,-0.266933441,P13073,P13073,COX41_HUMAN,COX4I1
+,1.924828851,-0.268742243,Q96BR5,Q96BR5,COA7_HUMAN,COA7
+,1.763012733,-0.269376119,P23381;P23381-2,P23381;P23381-2,SYWC_HUMAN,WARS1
+,3.119444774,-0.269783656,Q7L8L6,Q7L8L6,FAKD5_HUMAN,FASTKD5
+,1.588548743,-0.270062764,P49642,P49642,PRI1_HUMAN,PRIM1
+,2.474820655,-0.270965576,O75396,O75396,SC22B_HUMAN,SEC22B
+,1.443245673,-0.271997452,Q13017;Q13017-2,Q13017;Q13017-2,RHG05_HUMAN,ARHGAP5
+,1.889522659,-0.27758344,Q9NXR1;Q9NXR1-1,Q9NXR1;Q9NXR1-1,NDE1_HUMAN,NDE1
+,1.623403638,-0.279143016,P10586;P10586-2,P10586;P10586-2,PTPRF_HUMAN,PTPRF
+,1.918437519,-0.279909134,Q92878;Q92878-2,Q92878;Q92878-2;Q92878-3,RAD50_HUMAN,RAD50
+,1.736319464,-0.281031926,Q7Z7L1,Q7Z7L1,SLN11_HUMAN,SLFN11
+,2.473725053,-0.281332652,Q9NYY8,Q9NYY8;Q9NYY8-2,FAKD2_HUMAN,FASTKD2
+,1.932310042,-0.282280604,Q9NQX4,Q9NQX4,MYO5C_HUMAN,MYO5C
+,2.484224413,-0.282461166,Q9Y4C1,Q9Y4C1,KDM3A_HUMAN,KDM3A
+,2.820404126,-0.284731547,P98170,P98170,XIAP_HUMAN,XIAP
+,1.374828792,-0.286190669,Q13217,Q13217,DNJC3_HUMAN,DNAJC3
+,2.399594003,-0.288754145,Q16629;Q16629-2;Q16629-3;Q16629-4,Q16629;Q16629-2;Q16629-3;Q16629-4,SRSF7_HUMAN,SRSF7
+,1.317453126,-0.289694468,P41743,P41743,KPCI_HUMAN,PRKCI
+,1.482709105,-0.292410533,Q15398-3,Q15398;Q15398-1;Q15398-3,DLGP5_HUMAN,DLGAP5
+,2.074834851,-0.296872457,O43809,O43809,CPSF5_HUMAN,NUDT21
+,2.474192769,-0.298840205,O75489,O75489,NDUS3_HUMAN,NDUFS3
+,1.346469659,-0.299959183,P30040,P30040,ERP29_HUMAN,ERP29
+,1.648910797,-0.300142288,P62879,P16520;P16520-2;P62873;P62873-2;P62879,GBB2_HUMAN,GNB2
+,2.104948288,-0.301093419,P40123,P40123;P40123-2,CAP2_HUMAN,CAP2
+,1.619675842,-0.301312129,Q12788,Q12788,TBL3_HUMAN,TBL3
+,2.303249481,-0.30357488,P02786,P02786,TFR1_HUMAN,TFRC
+,1.63398292,-0.303623835,Q9Y4L1,Q9Y4L1;Q9Y4L1-2,HYOU1_HUMAN,HYOU1
+,1.6021379,-0.304709117,Q96GQ7,Q96GQ7,DDX27_HUMAN,DDX27
+,1.698182921,-0.304916382,P33991,P33991,MCM4_HUMAN,MCM4
+,1.664540334,-0.305060705,Q8TCF1;Q8TCF1-2;Q8TCF1-4,Q8TCF1;Q8TCF1-2;Q8TCF1-4,ZFAN1_HUMAN,ZFAND1
+,1.608025949,-0.305786133,Q14493;Q14493-2,Q14493;Q14493-2,SLBP_HUMAN,SLBP
+,1.558176486,-0.305988948,O75323,O75323;O75323-2,NIPS2_HUMAN,NIPSNAP2
+,1.295662869,-0.30618159,Q9NRK6,Q9NRK6,ABCBA_HUMAN,ABCB10
+,1.697451975,-0.307373683,Q92643,Q92643,GPI8_HUMAN,PIGK
+,2.056926873,-0.308212916,Q6ULP2;Q6ULP2-6;Q6ULP2-8;Q6ULP2-9,Q6ULP2;Q6ULP2-6;Q6ULP2-7;Q6ULP2-8;Q6ULP2-9,AFTIN_HUMAN,AFTPH
+,2.526848731,-0.308844884,Q969M3;Q969M3-3,Q969M3;Q969M3-2;Q969M3-3,YIPF5_HUMAN,YIPF5
+,1.485769033,-0.310189565,P49916;P49916-3,P49916;P49916-3,DNLI3_HUMAN,LIG3
+,1.960059883,-0.310638428,Q9UK45,Q9UK45,LSM7_HUMAN,LSM7
+,1.315365768,-0.310921987,Q9HA65;Q9HA65-3,Q9HA65;Q9HA65-2;Q9HA65-3,TBC17_HUMAN,TBC1D17
+,1.825666576,-0.311641057,Q14137;Q14137-2,Q14137;Q14137-2,BOP1_HUMAN,BOP1
+,2.362632717,-0.312849045,Q9H845,Q9H845,ACAD9_HUMAN,ACAD9
+,2.069609843,-0.313879649,Q06124,Q06124;Q06124-1;Q06124-3,PTN11_HUMAN,PTPN11
